42
-2.500000e-01	3.00000e-01
0.000000e+00	3.00000e-01
2.500000e-01	3.00000e-01
5.000000e-01	3.00000e-01
7.500000e-01	3.25000e-01
1.000000e+00	4.00000e-01
1.250000e+00	5.50000e-01
1.500000e+00	4.90561e-01
1.750000e+00	4.50617e-01
2.000000e+00	4.24161e-01
2.250000e+00	4.04894e-01
2.500000e+00	3.90049e-01
2.750000e+00	3.78174e-01
3.000000e+00	3.68412e-01
3.250000e+00	3.60220e-01
3.500000e+00	3.53231e-01
3.750000e+00	3.47190e-01
4.000000e+00	3.41910e-01
4.250000e+00	3.37251e-01
4.500000e+00	3.33107e-01
4.750000e+00	3.29396e-01
5.000000e+00	3.26050e-01
5.250000e+00	3.23019e-01
5.500000e+00	3.20258e-01
5.750000e+00	3.17733e-01
6.000000e+00	3.15414e-01
6.250000e+00	3.13277e-01
6.500000e+00	3.11300e-01
6.750000e+00	3.09466e-01
7.000000e+00	3.07761e-01
7.250000e+00	3.06170e-01
7.500000e+00	3.04683e-01
7.750000e+00	3.03289e-01
8.000000e+00	3.01980e-01
8.250000e+00	3.00749e-01
8.500000e+00	2.99588e-01
8.750000e+00	2.98493e-01
9.000000e+00	2.97456e-01
9.250000e+00	2.96474e-01
9.500000e+00	2.95543e-01
9.750000e+00	2.94658e-01
1.000000e+01	2.93817e-01

