    80 Sappho             L.H. Wasserman   7.98  0.15 0.90  78.4 S       0   0   0   0   0   0 56102 2217 20191113 153.957812 139.631862 218.691013  8.675612 0.20017517   2.29553739 20190923 1.4E-02  2.5E-05 20191005 2.7E-02 20200325 5.3E-02 20280818 5.3E-02 20280818
    81 Terpsichore        L.H. Wasserman   8.48  0.15 0.71 119.1 C       0   0   0   0   0   0 56478 2332 20191113  28.089473  51.663280   0.953920  7.802631 0.21080936   2.85395371 20190927 2.1E-02  8.7E-05 20191005 3.3E-02 20200117 3.6E-02 20281014 3.6E-02 20281014
    82 Alkmene            L.H. Wasserman   8.40  0.28 0.81  61.0 S       0   0   0   0   0   0 56534 2665 20191113 218.631812 111.193975  25.444162  2.826520 0.22022638   2.76267091 20190927 1.7E-02 -7.2E-05 20191005 3.2E-02 20201130 3.6E-02 20260203 3.5E-02 20260203
    83 Beatrix            L.H. Wasserman   8.66  0.15 0.70  81.4 l       0   0   0   0   0   0 56383 2335 20191113 281.668067 168.528260  27.731813  4.963623 0.08141631   2.43231512 20191003 2.0E-02  9.5E-05 20191005 4.0E-02 20200205 4.8E-02 20280410 4.8E-02 20280410
    84 Klio               L.H. Wasserman   9.32  0.15 0.73  79.2         0   0   0   0   0   0 56140 2334 20191113 161.606059  15.144188 327.512555  9.316569 0.23600750   2.36218319 20190731 1.1E-02  2.6E-05 20191005 2.2E-02 20200311 4.4E-02 20210711 4.4E-02 20210711
    85 Io                 L.H. Wasserman   7.61  0.15 0.66 154.8 C       0   0   1   0   0  10 56191 2605 20191113 266.370656 123.005011 203.113276 11.961944 0.19462170   2.65189861 20190923 1.2E-02  5.8E-06 20191005 3.3E-02 20200617 3.3E-02 20251015 3.9E-02 20290820
    86 Semele             L.H. Wasserman   8.54  0.15 0.71 120.6 C       0   0   0   0   0   0 53958 2721 20191113  27.869758 308.920162  86.097702  4.820686 0.21504018   3.10731304 20190927 2.2E-02  1.2E-04 20191005 3.1E-02 20191222 3.7E-02 20241023 3.7E-02 20241023
    87 Sylvia             L.H. Wasserman   6.94  0.15 0.70 260.9 PC      0   0   0   0   0   0 45614 3427 20191113 123.115667 263.574159  73.044146 10.876584 0.09321753   3.48248104 20191003 1.3E-02  4.4E-05 20191005 1.9E-02 20200129 3.0E-02 20290627 3.0E-02 20290627
    88 Thisbe             L.H. Wasserman   7.04  0.14 0.66 200.6         0   0   0   0   0   0 55950 3064 20191113  91.829119  36.298559 276.459608  5.214021 0.16171389   2.76974175 20190927 1.8E-02  9.8E-05 20191005 2.2E-02 20191202 3.3E-02 20270629 3.3E-02 20270629
    89 Julia              L.H. Wasserman   6.60  0.15 0.88 151.5 S       0   0   0   0   0   9 55829 2211 20191113 185.895270  45.354296 311.551841 16.130692 0.18491305   2.54962010 20190923 1.3E-02  1.9E-05 20191005 2.9E-02 20200420 4.7E-02 20250810 4.9E-02 20290729
